#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-09-19T20:24:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ541c906b317d	
#INFO	-out.max=unlimited	
#INFO	queryParameters=12	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-order=I
#-out=Name
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(F6.2)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F6.2)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
_RAJ2000;_DEJ2000;Name
021.2753; +0.4500;I1697
021.3003;+14.8833;I 107
021.3003; +2.0667;I 109
021.3253;+34.0333;  523
021.3253; +9.2667;  532
021.3253;-18.1500;  539
021.3503; -1.5500;  538
021.3503;+14.8500;I1698
021.3503;+14.9500;I1699
021.3753;+33.6833;  528
021.3753; +1.7667;  533
021.3753; -1.4167;  535
021.3753;-38.2666;  549
021.3753;+14.8667;I1700
021.4253;+34.7333;  529
021.4253; -1.3833;  541
021.4503; -1.3000;  543
021.4503;+18.1833;I1701
021.4753;+33.5000;I 110
021.4753;+16.6000;I1702
021.5003; -1.3333;  545
021.5003; -1.3500;  547
021.5003; -1.2333;  548
021.5003;+33.4833;I 111
021.5003;+11.4500;I 112
021.5753;+34.7500;  531
021.5753;+34.0833;  537
021.5753; +9.9333;I 114
021.6003;+34.7166;  536
021.6003;+19.2000;I 113
021.6003; -1.6333;I1703
021.6253;+34.6833;  542
021.6253; -1.6333;  557
021.6753; +2.0167;  550
021.6753; -3.5000;I1705
021.7003; -4.9833;I 116
021.7253;-10.2500;  567
021.7253;+19.2166;I 115
021.7253;+14.7167;I1704
021.7753;-20.0333;  540
021.7753;-18.6333;  563
021.8003;-22.7166;  554
021.8003;-22.7500;  555
021.8003;-22.7000;  556
021.8003;+14.7833;I1706
021.8253; -1.9667;  558
021.8503; -1.9167;  560
021.8503; -1.8667;I 117
021.9003;+37.1833;  551
021.9003; -5.0000;I 118
021.9503;+33.4666;  552
021.9503;+33.4666;  553
021.9503; -1.8833;  564
021.9753;-35.7166;  568
021.9753; -2.0500;I 119
021.9753;-35.7166;I1709
022.0503;+34.3166;  561
022.0503; -1.3000;  565
022.0503; -1.9167;I 120
022.0503;-14.8333;I 122
022.1003;+48.3833;  562
022.1003; +2.5167;I 121
022.1503;-39.2999;  572
022.2003; +2.4500;I 123
022.2003;+33.6000;I1707
022.2253;-51.5999;  576
022.2503;+32.3500;  566
022.2503; -0.9500;  570
022.2503;-35.5833;  574
022.2753;+11.1500;  569
022.3003; -1.9333;I 124
022.3253;-13.3000;I 125
022.3753;+63.2999;  559
022.4003;-73.5499;  602
022.4253;-18.3166;  583
022.4503; -1.9833;I 126
022.4503; -6.9833;I 127
022.4753;+32.5166;  571
022.6253;-22.6666;  578
022.6753; -1.9833;  577
022.6753; -2.0000;  580
022.7003;+21.4333;  575
022.7003;+21.4333;I1710
022.7253;+41.2666;  573
022.7253;+17.1833;I1711
022.8253; -6.8666;  584
022.8253;-12.6333;I 128
022.8503; -6.8666;I1712
022.8753;-15.5833;I 130
022.9003; -6.9000;  586
022.9003;-12.6833;I 129
022.9253;+33.6333;  579
022.9253; -0.9167;  585
022.9753;+33.5000;  582
023.0503;-33.4833;  597
023.0753;-12.3500;  593
023.1253;+35.3666;  587
023.1253;-67.5332;I1717
023.1503;-12.0333;  589
023.1753;+30.6666;  588
023.1753;+35.3333;I1713
023.2003;-12.1833;  599
023.2003;-14.8166;I 141
023.2253; -7.0333;  596
023.2253;-13.5000;I1714
023.2503;-16.5333;  594
023.2503; -0.7000;I 138
023.2753; -7.3166;  600
023.3003;+60.6999;  581
023.3003;+30.6500;  592
023.3003;+30.7500;I 131
023.3003;+30.4666;I 135
023.3003;+30.5000;I 136
023.3253;-12.2000;  601
023.3253;+30.9500;I 132
023.3253;+30.8833;I 133
023.3503;+30.8833;I 134
023.3753;+35.6833;  591
023.3753;+30.7000;  595
023.3753;-12.3166;I1716
023.4003;+44.9333;  590
023.4003;+30.5166;I 137
023.4003;+12.5667;I1715
023.4253;+30.4666;I 139
023.4253;+30.4833;I 140
023.4753;+30.6500;  598
023.4753; -9.7833;  617
023.4753;+30.7500;I 142
023.5003;-36.4999;  612
023.5253;+30.7833;I 143
023.5753; -7.4166;  607
023.5753;-20.1500;  610
023.5753;-20.1333;  611
023.5753;-29.4166;  613
023.6003;+30.1833;  603
023.6253;+30.8000;  604
023.7003;-36.4666;  619
023.7253;+21.4333;  606
023.7503;-36.4833;  623
023.7753;+41.2666;  605
023.7753; -7.3333;  615
023.7753;-41.4333;  625
023.7752;-75.5499;  643
023.8003;-39.1333;  626
023.8503;+33.6833;  608
023.9003;-39.3499;  630
023.9253;-10.0000;  624
023.9503;+33.7000;  614
024.0003;+33.7666;  616
024.0003; +0.6667;  622
024.0753;+33.4000;  618
024.1003;-37.2999;  633
024.1753;+35.5333;  621
024.1753;+15.7833;  628
024.2003; +5.8500;  631
024.2503;+42.3333;  620
024.2753;+33.5833;  627
024.3003;+64.5499;  609
024.3253; +5.8833;  632
024.3503;-64.9166;  646
024.4003;-33.9166;I1719
024.4253;-13.3166;I 144
024.5503;+35.3833;  634
024.5753;-19.9333;  635
024.6003;+33.3500;I1718
024.6753;-42.5166;  641
024.6753;-17.8333;  648
024.6753; +0.7333;I 145
024.6753;-17.8333;I 146
024.7253;-29.9166;  639
024.7253;-42.5833;  644
024.7503;-29.8999;  642
024.7753; -7.5166;  636
024.8253; -9.3833;  640
024.9003; +7.2333;  638
024.9503; -9.2166;  647
025.0003; -9.2333;  649
025.0003;-14.8666;I 147
025.0503; +5.7333;  645
025.0753;+72.8832;  629
025.1003;-28.9166;I1720
025.1753; +7.9833;  652
025.3503; +8.5000;I1721
025.4984;-89.3332; 2573
025.5003;-13.0666;  655
025.5503;+12.5833;  658
025.5753;+51.5666;  650
025.5753;+51.5833;  651
025.6003;+35.6500;  653
025.6003;+26.1500;  656
025.6003;+13.6500;I 148
025.6003;-16.3000;I 149
025.7253;+63.9999;  637
025.7503;+13.6333;  660
025.7503; +4.2000;I 150
025.7503;-34.1833;I1722
025.8003; +8.8833;I1723
025.8003;-34.2499;I1724
025.9253;+55.8833;  657
025.9503; +4.2333;  664
026.0003;+13.2000;I 151
026.0253;+61.8833;  654
026.0253;+13.0333;I 152
026.0503;+60.6999;  659
026.0503;+28.7000;  661
026.1253;+37.6833;  662
026.1503;+12.6333;I 153
026.2003;+10.4333;  665
026.2753;-22.9333;  667
026.3003;+21.7833;I1725
026.3253;+10.6500;I 154
026.3253; +4.6167;I1726
026.3753;+10.5500;I 156
026.4253;+12.8667;I 157
026.4753; -6.9333;I 158
026.5003;+61.2499;  663
026.5003;+34.3833;  666
026.5753;+36.4500;  668
026.6003;-13.2500;I 160
026.6253; -8.6500;I 159
026.7253;+13.1000;  671
026.8003;+35.5500;  669
026.8503;+27.8833;  670
026.8753;+59.7833;I 155
026.8753;+27.3333;I1727
026.9253;-33.5999;I1728
026.9503;-52.7833;  685
026.9503;-16.7166;  690
026.9753;+27.4333;  672
026.9753;-26.8833;I1729
027.1003;+11.5333;  673
027.1753;-48.6499;  692
027.1753;+10.3667;I 161
027.2253;+10.5167;I 162
027.2503;+13.0333;  675
027.2503; +5.9000;  676
027.2503;-14.9833;  682
027.2503;-23.8000;  686
027.2753;+13.0333;  677
027.2753; -3.9167;I 164
027.3003;+22.3333;  674
027.3003;-10.4333;  681
027.3253;+20.7000;I 163
027.3253;-32.7499;I1734
027.3503;+22.0000;  678
027.3503;-34.9166;  696
027.4003;+11.6833;  683
027.4003;-34.8333;  698
027.4253;+35.7833;  679
027.4503;+21.9666;  680
027.4753;-27.4666;  689
027.5003;+21.9666;I1730
027.5503;+27.6500;  684
027.5503;+27.6333;I 165
027.5503;+27.2000;I1731
027.6003;-34.0499;I1739
027.6253; +6.1500;  693
027.6253; -8.5333;I 168
027.6503;+36.3500;  687
027.6503;-12.0500;  699
027.6503;-12.6833;I 169
027.6753;+21.7666;  691
027.6753;+33.1000;I1733
027.7003;+35.2666;  688
027.7003;+35.9166;I1732
027.7253;+33.1000;I1735
027.7253;+18.3000;I1736
027.7503;+22.0000;  694
027.7753; -9.7000;  701
027.7753;+21.9166;I 167
027.7753; -9.7833;I1738
027.8003;+22.5833;  695
027.8003; -8.5000;  707
027.8253;+22.3500;  697
027.8253; -4.0500;  702
027.8253;-29.9499;I1740
027.9253;+36.2500;I1737
027.9503; +6.3000;  706
027.9753;-16.7833;I1741
028.0003; -8.5333;I 170
028.0503;+36.0666;  700
028.1253;+17.5000;  711
028.1253;+61.8333;I 166
028.1503;-16.5166;  725
028.1753;+36.1000;  704
028.2003;+36.1500;  703
028.2003;+36.1333;  705
028.2003;+36.1666;  708
028.2253;+36.2166;  709
028.2253;+12.5333;  716
028.2253;+12.7167;I1743
028.2503;+36.0333;  710
028.2503;-13.7333;  720
028.2503;-16.6666;I1745
028.3003;+36.8000;  712
028.3003;-12.8333;  715
028.3003; +4.2000;  718
028.3003;+22.7166;I1742
028.4003;+36.2000;  714
028.4003;+19.8333;I1744
028.4253;+19.8166;  719
028.4253;-35.8666;  727
028.4503;-23.8666;  724
028.4753;-23.7666;  723
028.5003;+36.2166;  717
028.5003;-35.8166;  729
028.5503;-56.6833;  745
028.5753; +4.8000;I1746
028.6003;-56.7666;  754
028.6253;-16.7166;  756
028.7003;+39.3833;  721
028.7003;+20.6833;  722
028.7003;-17.0500;  734
028.7253; -9.0166;  731
028.7253; +0.8167;I 172
028.7753; -9.0833;  713
028.7753; +4.2000;  728
028.8003;+35.2833;I 171
028.8253; +5.6167;  730
028.9003;-10.8166;  726
028.9003;-29.9499;  749
029.0003; -3.1000;  758
029.0003; +1.2833;I 173
029.0253;+17.6500;I1748
029.0503; -9.4666;  747
029.0503; +6.7500;I1749
029.0753; +3.7667;I 174
029.0753; +1.3333;I 175
029.1003;+33.0666;  733
029.1003; +5.6333;  741
029.1003; -4.4667;  748
029.1003; -9.0666;  755
029.1003; -8.9166;  757
029.1003; +4.0833;I1750
029.1003; +5.6333;I1751
029.1253;+36.8000;  732
029.1253; +5.6333;  742
029.1503;+34.1833;  735
029.1753;+33.0500;  736
029.1753;+33.0500;  737
029.1752;-74.2166;  796
029.2253;+33.0500;  738
029.2253;+33.0166;  740
029.2253; -2.0167;I 176
029.2253; +4.0333;I1754
029.2253;-16.5333;I1758
029.2503;+33.2333;  739
029.2503; -0.4667;I1756
029.2753; -5.4333;  762
029.2753; -0.1500;I 177
029.2753; -0.4833;I1757
029.3003;-16.0333;  764
029.3003;+14.5667;I1755
029.3253;+28.6166;I1752
029.3253;+28.6000;I1753
029.3503; -8.9833;  763
029.3753;+33.2166;  750
029.3753;-31.9999;I1760
029.4003;+33.2000;  751
029.4003;+63.3333;I1747
029.4253;+35.9166;  753
029.4503;+37.6833;  752
029.4503;+36.3333;  759
029.4503;+33.3500;  760
029.4503;+33.3833;  761
029.4503;-57.7666;  782
029.4503;-33.2333;I1762
029.4753;+44.9333;  746
029.4753;-32.9833;I1759
029.6003;+55.4833;  744
029.6253;-26.3000;  775
029.6753;+60.1833;  743
029.6753; +8.3333;  766
029.6753; +0.5167;  768
029.7003;+24.8833;  765
029.7003;-27.7833;I1763
029.7253; -9.5833;  767
029.7253;+36.6166;I 178
029.7253; +0.5667;I1761
029.7503;-11.5166;  773
029.7752;-67.8666;  802
029.8003;+18.9500;  770
029.8253;+19.0166;  772
029.8503;+14.0167;  774
029.8753;+30.9000;  769
029.9003; -5.3666;I 183
029.9253; -5.9666;  779
029.9503;-55.8166;  795
029.9503; +7.4167;I 182
029.9753;+23.6333;  776
029.9753; -6.8333;I 184
030.0003;+23.6166;I 180
030.0003;+23.6666;I 181
030.0003;-11.1166;I1767
030.0253;+12.6333;  781
030.0253; -1.5167;I 185
030.0503;+31.4333;  777
030.0503;+38.0333;I 179
030.0753;+31.2833;  778
030.1003; -1.5500;I 186
030.1003;+24.5666;I1764
030.1253;+28.2166;  780
030.1503;+31.8500;I1765
030.2003;-25.0333;I1768
030.2253;-31.9166;I1769
030.2503; -9.0000;  787
030.2753;+31.8666;  783
030.2753; -6.8166;  788
030.3003;+31.7833;I1766
030.3253;+28.8333;  784
030.3753;+15.6333;  786
030.3753; -5.3833;  790
030.4002;-68.4332;  813
030.4253; +8.4833;  791
030.4503;+31.8166;  785
030.4753;+26.4666;I 187
030.4753;+23.5500;I 189
030.5003;+27.0333;I 188
030.5253;+23.5333;I 190
030.5503; +9.9833;I1770
030.5753;+15.7000;  792
030.5753; -0.1000;  799
030.5753; -0.1333;  800
030.5753; +9.9667;I1771
030.6253;+32.0666;  789
030.6253;+18.3666;  794
030.6253;+18.3666;I 191
030.6253;+16.0167;I 192
030.6503; +7.7333;I1772
030.6753;+11.0833;I 193
030.7253;+32.0000;  793
030.7253;-14.6333;  814
030.7253;-14.7000;  815
030.7753; +2.6000;I 194
030.8502;+72.4166;  771
030.8503;+38.1166;  797
030.8503;+32.0666;  798
030.9003; -9.9333;  806
030.9253;+38.2500;  801
030.9253;+14.7000;I 195
030.9503;+16.0333;  803
030.9753;+30.8166;  804
030.9753;+14.7167;I 196
030.9753;+15.3000;I1774
031.0003;-23.3166;  808
031.0003;+30.8166;I1773
031.0253; +2.7833;I 197
031.1003;+28.8000;  805
031.1003; -8.7166;  809
031.1753;-10.1000;  811
031.2003;+28.9833;  807
031.3003; +6.1000;I1776
031.3253;+13.2333;  810
031.3253;+13.5167;I1775
031.5253; +9.2833;I 198
031.5253;+15.2000;I1777
031.5753; +9.2167;I 199
031.5753; +9.2167;I1778
031.6253; +3.6833;I1779
031.6503;-41.1499;  822
031.7003;+44.5666;  812
031.7003;-36.4666;  824
031.7253; -0.5167;I1781
031.7503;+14.7333;I1780
031.8253;-25.4500;  823
031.8253; +9.1000;I 201
031.8253;-25.4500;I1782
031.8503;+31.1666;I 200
031.8503; -1.3833;I 204
031.8503; -2.1000;I 205
031.8753; +9.1667;I 202
031.8753; +9.1167;I 203
031.8753; -7.0333;I 206
031.9253; -6.9833;I 207
032.0003;+29.2500;  816
032.1003;+17.2000;  817
032.1003;+14.3333;  820
032.1003;+11.0000;  821
032.1003; +6.3833;I 208
032.1253;+29.2333;  819
032.1253; +6.3167;  825
032.1753;+38.7833;  818
032.1753; -7.7833;  829
032.2003; +7.9667;  827
032.2253;-56.7333;  852
032.2503; -7.7666;  830
032.2503; -7.0666;I 209
032.3253;-10.1333;  833
032.3503;+30.7333;  826
032.3503;-10.1333;  835
032.3503; -9.6666;I 210
032.3753; +6.1000;  831
032.4003;-10.1500;  838
032.4253;-10.1833;  839
032.4503; -7.7500;  842
032.5253;+35.5333;  832
032.5253;-32.9333;I1783
032.5503;+39.2000;  828
032.5503; +7.8333;  840
032.5503; +6.0500;  844
032.5503;-22.3166;  849
032.5753;-10.3166;  848
032.6003;-22.4333;  837
032.6253;-22.0666;  836
032.7503;+37.6666;  834
032.7753;+32.1000;  843
032.7753; +3.8667;I 211
032.8003; -1.5000;  850
032.8003; +3.7833;  851
032.8253;+37.5000;  841
032.9003;-35.8499;  854
032.9503; -9.3000;  853
033.0503;+44.5666;  846
033.0503;+44.5666;  847
033.0753;+37.4833;  845
033.1253;-22.4500;  858
033.1503;-31.9499;  857
033.2503;-42.0666;  862
033.4003; -0.7333;  856
033.4003;+16.6000;I 212
033.4753; -0.7333;  859
033.5003;+27.8833;  855
033.5003;+16.4666;I 213
033.5003; +5.1833;I 214
033.5503; -6.7833;I 215
033.6503; -0.7667;  863
033.6503; -0.7667;  866
033.6503; -0.7667;  885
033.7753;+30.7833;  860
033.8503;-17.8000;  872
033.8753; +6.0000;  864
033.9503;+35.9166;  861
033.9503; -2.0167;I 216
033.9503;-31.1999;I1788
033.9753; +1.0500;  867
034.0003; -0.7333;  868
034.0003; +5.1500;I1786
034.0253;+28.6000;  865
034.0253;-23.1833;  874
034.0503;-11.9333;I 217
034.0503;+32.6500;I1784
034.0503;-11.9500;I1787
034.1003;+32.6500;I1785
034.1503;-11.3333;  873
034.2003; -8.9666;  879
034.2753; +1.2333;  875
034.2753; +1.3000;I 218
034.3003;+14.5500;  870
034.3003;+14.5500;  871
034.3753;-59.8666;  888
034.4003;+12.5000;I1790
034.4253;+12.4833;I1791
034.4503;-23.3666;  878
034.4753;+14.5167;  876
034.5003;+14.5500;  877
034.5503;+32.4000;I1789
034.6003; -4.1833;  880
034.6503; -6.9166;I 219
034.6753; -6.5833;  881
034.7503;+57.1499;  869
034.7503; -6.7500;  883
034.7503;+34.4833;I1792
034.7753;-41.7499;  889
034.8003;-12.7833;I 220
034.9003;-16.0666;  887
034.9253;+15.8167;  882
035.0003;-41.3833;  893
035.1753;-23.1166;  892
035.2753;-33.6999;  897
035.3753;+15.7667;I1794
035.4003; -5.5000;  894
035.4003; -5.5166;  895
035.4003;+32.5666;I1793
035.4753;-20.8000;  899
035.5003;+33.2666;  890
035.5003;-20.7500;I 223
035.6003;+57.1166;  884
035.6003;-16.6666;  902
035.6503;+42.3499;  891
035.6503; -8.7166;  905
035.6753;+28.2666;I 221
035.6753;+11.6333;I 222
035.7003;-41.3666;I1796
035.7503;-20.7166;  907
035.7753;-21.2333;  908
035.8253;+41.9499;  898
035.8752;+63.7833;  886
035.8753;+26.5166;  900
035.9003;+26.5666;  901
035.9503;+27.3666;  903
036.0003;+27.3500;  904
036.1753;-12.5666;I 224
036.2002;+61.8999;  896
036.2753;-24.7833;  922
036.3003;+42.0999;  906
036.3503;+42.0499;  909
036.3503;+41.8333;  910
036.3753;+20.4000;I1797
036.4253;+27.2333;  915
036.4253;+27.2500;  916
036.4503;+41.9833;  911
036.4503;+41.7833;  912
036.4503;+41.7999;  913
036.4753;+18.5000;  918
036.5253;+42.1499;  914
036.5253;+32.2333;  917
036.5253; -0.3333;  926
036.5503;+27.2166;  919
036.5753;+13.4500;I1798
036.6003;-44.4333;  939
036.6253; +1.1500;I 225
036.6252;+62.0666;I1795
036.6503;-15.8333;  921
036.6503;+12.1500;  927
036.6753;-14.5000;  944
036.6753;-14.5166;I 228
036.7003;+20.5000;  924
036.8253;+33.5833;  925
036.8253;-12.0833;  929
036.8503;-23.8166;I 229
036.9003;+41.9833;  923
036.9003; -0.2333;  934
036.9003; -1.1500;  936
036.9253;+27.2333;  928
036.9253;+28.1833;I 226
036.9503;+45.9666;  920
036.9753;+20.3333;  930
036.9753;+20.3166;  932
037.0003;+28.1666;I 227
037.0503;+19.6000;  935
037.0503;+19.5833;I1801
037.0753;+31.3166;  931
037.1253;+20.2833;  938
037.1253; -1.1500;  941
037.1253;-19.0666;  947
037.1503;-10.5333;  945
037.1503;+31.4000;I1800
037.1753;+45.9666;I1799
037.1753;+23.1166;I1802
037.2003;-10.5166;  948
037.2003;-22.3333;  951
037.2003;-10.8333;I 230
037.2253;-41.4166;  954
037.3003;+45.9333;  933
037.3003;-10.8333;  942
037.3003;-10.8333;  943
037.3003;-11.0166;  950
037.3253;+23.1500;I1803
037.3503;+31.6500;  940
037.3503;+23.1666;I1804
037.3503;-43.0666;I1810
037.3753;+42.2666;  937
037.3753;-42.8166;I1812
037.4003;+22.9500;I1806
037.5003; +1.1667;I 231
037.6003;+22.9500;I1807
037.6253; -4.2333;  963
037.6253; -4.2333;I1808
037.6503; -1.1167;  955
037.6503;-34.2666;I1811
037.6753;+42.2499;  946
037.6753; -2.9500;  958
037.7003;+37.1333;  949
037.7003;-34.2166;I1813
037.7753;-36.0166;  964
037.7753;-36.0333;I1814
037.8003;+29.6000;  953
037.8003; -6.9000;  961
037.8003; +1.2500;I 232
037.8253;+34.7500;  952
037.8753;-44.5166;  979
037.9003; -9.2833;  960
037.9003; +2.8167;I 233
037.9003;+22.9166;I1809
037.9253; -0.1333;I 234
037.9503;-19.8833;  966
037.9753;-36.6666;I1816
038.0503;-17.2166;  967
038.0753;+35.5000;  959
038.1003;+44.6499;  956
038.1253;-18.6500;  965
038.1752;+61.4499;I1805
038.2003;+28.0833;  962
038.2003;+20.6500;I 235
038.2253;-10.9500;  981
038.2253; -0.1333;I 236
038.2503;-10.7333;  977
038.3003; +9.6167;  975
038.3753; +1.1333;I 237
038.4002;+57.5333;  957
038.4003;-39.0333;  986
038.4503;-16.5000;  989
038.4503;+11.2000;I1817
038.5003;+20.9833;  976
038.5253;+34.5000;  968
038.5253;+32.9666;  969
038.5253;-11.0333;I1818
038.5503;+33.0000;  970
038.5503;+32.9833;  971
038.5503;+29.3166;  972
038.5753;+32.5166;  973
038.5753;+32.4333;I1815
038.6003;+32.9833;  974
038.6503; -8.7833;  985
038.6753;+23.4333;  984
038.7003;+32.8666;  978
038.7503;+31.5166;  983
038.8253;+12.8167;I 238
038.8503;+40.9500;  982
038.8503; -9.3500;  988
038.8753;+40.9000;  980
038.8753; -7.1500;  991
038.9253; +4.0500;I1819
038.9253; -8.5666;I1822
038.9503; +6.0500;I1820
039.0752;-54.8666; 1025
039.1003;+11.6500;  990
039.1003;+13.7667;I1821
039.1253;+38.9666;I 239
039.1502;-54.8666; 1031
039.1753; +2.0500;  993
039.1753; +2.0500;  994
039.2003;+33.3166;  987
039.3003;+21.1000;  992
039.3003; +7.3000;  997
039.3003; +7.4333;  998
039.3503;-11.0333; 1006
039.3753;-11.0333; 1010
039.4003; +1.9500; 1004
039.4003;-11.0166; 1011
039.4503; +2.1333; 1007
039.4503;-11.5166; 1013
039.4503; -9.5333; 1014
039.4503;-11.0166; 1017
039.4753; +2.0667; 1008
039.4753; +2.3333;I 241
039.5003; -9.5666; 1018
039.5003; -1.8500; 1037
039.5253; -1.3167; 1015
039.5503;-15.8166; 1034
039.5753; +2.3000; 1009
039.5753; +2.1333; 1016
039.6003; +1.9167; 1019
039.6253;+41.5333;  995
039.6253; -6.6666; 1022
039.6253; -6.9166;I 242
039.6253; -6.9166;I 243
039.6503;+32.0666;I1823
039.6753;+41.6500;  996
039.6753; +2.2167; 1020
039.7003;+41.6666;  999
039.7003; +2.2000; 1021
039.7253;+41.4500; 1000
039.7253;+34.6166; 1002
039.7253;-14.3000;I 245
039.7253; +9.1000;I1825
039.7753;+41.7333;I 240
039.7753;-27.4500;I1826
039.7753;-27.4500;I1830
039.8003;+41.6666; 1001
039.8003;+10.8500; 1024
039.8253;+40.8666; 1003
039.8253;+30.1500; 1012
039.8253; +6.5333; 1026
039.8503; +1.1000; 1032
039.8503; +2.7167;I 244
039.8753;+41.4833; 1005
039.8753;+10.8333; 1028
039.8753;+10.7833; 1029
039.8753; -8.1333; 1035
039.9253;-34.2833; 1049
039.9253; +1.5500;I1827
039.9753;+18.0166; 1030
040.0253; -8.8000; 1033
040.0253; +1.5000; 1038
040.0253;-11.7333;I 247
040.0753; -5.4667; 1041
040.1003;+39.0666; 1023
040.1003; -8.4333; 1042
040.1003;-11.3000; 1045
040.1003;+19.3000;I1828
040.1253;+19.3000; 1036
040.1253; -8.1500; 1047
040.1253; +2.4833;I 246
040.1503; -8.5500; 1048
040.1753; +1.3333; 1043
040.1753;+19.3166;I1829
040.2253;-13.3166;I 250
040.2753; +8.7333; 1044
040.2753; -6.9333; 1051
040.2753; -8.2500; 1052
040.2753; -6.9333;I 249
040.3003; +8.7167; 1046
040.3003;-14.9666;I 251
040.3252;+61.6166;I1824
040.3503;+17.8000;I 248
040.4003;-28.1666;I1833
040.4253;-14.8500;I 252
040.4503; +0.4333; 1055
040.4753;+19.0333;I1832
040.5003;+42.7833; 1039
040.5253;-15.1000; 1065
040.5253;-15.0500;I 253
040.5253;-15.0833;I 254
040.5503;+41.5000; 1040
040.5503;+18.2000; 1054
040.5503; -5.5667; 1063
040.5503; -9.3666; 1064
040.6253;+34.7666; 1050
040.6503;+18.0166; 1059
040.6752;+61.5499; 1027
040.6753; -0.0167; 1068
040.7003; -8.3000; 1069
040.7003; +3.1167;I1834
040.7253;+28.5500; 1056
040.7503;+32.4833; 1057
040.7503; -8.7666; 1071
040.8003;+41.5000; 1053
040.8003;+32.4000; 1060
040.8003;+32.4500; 1061
040.8253; +4.9667; 1070
040.8253; +3.1000;I1836
040.8753;+37.3500; 1058
040.8753; +0.3000; 1072
040.8753; +0.1167;I1837
040.9253;+32.5000; 1062
040.9253; +1.3833; 1073
040.9253;-16.3000; 1074
040.9253;-16.1833; 1075
040.9253;-14.7500; 1076
040.9253;-29.0000; 1079
040.9503;+32.4500; 1066
040.9503;+32.5166; 1067
040.9502;-59.9166; 1096
040.9503;+14.8833;I1835
040.9503;-15.7000;I1840
041.0252;+63.5999;I1831
041.0503; -9.4333; 1078
041.1753;+19.4500;I1838
041.2003;+15.2500;I1839
041.2253;-17.6333; 1098
041.2253;-27.9500;I1845
041.3003; -4.7167; 1080
041.3003;-15.5833; 1081
041.3253;-17.7166; 1099
041.3503;-17.5500; 1091
041.3503;+11.4667;I1842
041.3503; +2.8833;I1843
041.4003;-17.6833; 1100
041.4003;+18.9333;I1841
041.4253; -8.2166; 1082
041.4253;-17.5333; 1092
041.4503;-15.3333; 1083
041.4503; +3.2500;I1844
041.5003; -7.5833; 1084
041.5253;+40.0833; 1077
041.5753;-30.2833; 1097
041.6003; +3.6167; 1085
041.6003; -0.5000; 1087
041.6003;-15.0666; 1089
041.6503; -0.2500; 1090
041.7503;+16.1833; 1088
041.7753;-22.2333; 1102
041.7753;+16.2667;I 255
041.8753; -0.2833; 1094
041.9003; +4.6333; 1095
041.9253;+13.2500;I1846
041.9753;+41.2500; 1086
041.9753;+14.5000;I1847
042.0003;-13.9500; 1103
042.0003;-13.9833;I1853
042.0503;+34.4166; 1093
042.0503; +9.3667;I1849
042.0753; +4.5667; 1101
042.0753;-18.0166; 1119
042.1503; -0.2667; 1104
042.1503; -7.9666; 1108
042.1753;+13.2333;I1850
042.2003;-31.1833;I1859
042.2253; -0.7667;I1856
042.2503;+13.2167;I1852
042.2753;+13.2500; 1109
042.2753;-14.4666;I 261
042.2753;-31.2833;I1858
042.3003;-17.0000; 1114
042.3003;-14.4500; 1120
042.3253; +8.1000; 1107
042.3253; -7.8500; 1110
042.3253;+19.3000;I1854
042.3253;+13.3667;I1855
042.4003;-31.1833;I1860
042.4253;+13.1333; 1111
042.4253;+14.6167;I1857
042.4503;+46.9833;I 256
042.4503;+41.0500;I 258
042.4753;+46.9833;I 257
042.5003;+13.2167; 1112
042.5003;-12.1500; 1118
042.5253;+41.0666;I 259
042.5503;+13.3000; 1113
042.6253;+13.2500; 1115
042.6503;+41.6833; 1106
042.6503;+13.3167; 1116
042.6503; -0.1167;I 263
042.7003; -1.7333; 1121
042.7002;-54.9333; 1135
042.7252;-55.0666; 1136
042.7253; -0.1667;I 264
042.7753;+46.9499;I 260
042.8002;+60.4333;I1848
042.8253;+13.1833; 1117
042.9003;-25.7000; 1124
042.9253;+42.8333;I 262
